,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,SD,,80.00,,,,,,,,,,,,,
,,,,,,tau,10000,80.00,,,,,,,,,,,,,
,,,,,,visits,1,1.00,,,,,,,,,,,,,
M,N_C,N_W,,,,,R_C,R_W,,,,,Rcycle,Rsys,Tsys,U_W,,,,,Rsys-slope
165,124.99,40.012,,,,,10000,3201.23,,,,,13201.23,3201.23,0.0125,1.000,,,,,79.6
166,124.99,41.009,,,,,10000,3280.93,,,,,13280.93,3280.93,0.0125,1.000,,,,,79.7
167,124.99,42.007,,,,,10000,3360.70,,,,,13360.70,3360.70,0.0125,1.000,,,,,79.8
168,125.00,43.005,,,,,10000,3440.52,,,,,13440.52,3440.52,0.0125,1.000,,,,,79.8
169,125.00,44.004,,,,,10000,3520.39,,,,,13520.39,3520.39,0.0125,1.000,,,,,79.9
170,125.00,45.003,,,,,10000,3600.29,,,,,13600.29,3600.29,0.0125,1.000,,,,,79.9
171,125.00,46.002,,,,,10000,3680.21,,,,,13680.21,3680.21,0.0125,1.000,,,,,79.9
172,125.00,47.001,,,,,10000,3760.16,,,,,13760.16,3760.16,0.0125,1.000,,,,,79.9
173,125.00,48.001,,,,,10000,3840.11,,,,,13840.11,3840.11,0.0125,1.000,,,,,80.0
174,125.00,49.001,,,,,10000,3920.08,,,,,13920.08,3920.08,0.0125,1.000,,,,,80.0
175,125.00,50.001,,,,,10000,4000.06,,,,,14000.06,4000.06,0.0125,1.000,,,,,80.0
176,125.00,51.000,,,,,10000,4080.04,,,,,14080.04,4080.04,0.0125,1.000,,,,,80.0
177,125.00,52.000,,,,,10000,4160.03,,,,,14160.03,4160.03,0.0125,1.000,,,,,80.0
178,125.00,53.000,,,,,10000,4240.02,,,,,14240.02,4240.02,0.0125,1.000,,,,,80.0
179,125.00,54.000,,,,,10000,4320.01,,,,,14320.01,4320.01,0.0125,1.000,,,,,80.0
180,125.00,55.000,,,,,10000,4400.01,,,,,14400.01,4400.01,0.0125,1.000,,,,,80.0
181,125.00,56.000,,,,,10000,4480.01,,,,,14480.01,4480.01,0.0125,1.000,,,,,80.0
182,125.00,57.000,,,,,10000,4560.00,,,,,14560.00,4560.00,0.0125,1.000,,,,,80.0
183,125.00,58.000,,,,,10000,4640.00,,,,,14640.00,4640.00,0.0125,1.000,,,,,80.0
184,125.00,59.000,,,,,10000,4720.00,,,,,14720.00,4720.00,0.0125,1.000,,,,,80.0
185,125.00,60.000,,,,,10000,4800.00,,,,,14800.00,4800.00,0.0125,1.000,,,,,80.0
186,125.00,61.000,,,,,10000,4880.00,,,,,14880.00,4880.00,0.0125,1.000,,,,,80.0
187,125.00,62.000,,,,,10000,4960.00,,,,,14960.00,4960.00,0.0125,1.000,,,,,80.0
188,125.00,63.000,,,,,10000,5040.00,,,,,15040.00,5040.00,0.0125,1.000,,,,,80.0
189,125.00,64.000,,,,,10000,5120.00,,,,,15120.00,5120.00,0.0125,1.000,,,,,80.0
190,125.00,65.000,,,,,10000,5200.00,,,,,15200.00,5200.00,0.0125,1.000,,,,,80.0
191,125.00,66.000,,,,,10000,5280.00,,,,,15280.00,5280.00,0.0125,1.000,,,,,80.0
192,125.00,67.000,,,,,10000,5360.00,,,,,15360.00,5360.00,0.0125,1.000,,,,,80.0
193,125.00,68.000,,,,,10000,5440.00,,,,,15440.00,5440.00,0.0125,1.000,,,,,80.0
194,125.00,69.000,,,,,10000,5520.00,,,,,15520.00,5520.00,0.0125,1.000,,,,,80.0
195,125.00,70.000,,,,,10000,5600.00,,,,,15600.00,5600.00,0.0125,1.000,,,,,80.0
196,125.00,71.000,,,,,10000,5680.00,,,,,15680.00,5680.00,0.0125,1.000,,,,,80.0
197,125.00,72.000,,,,,10000,5760.00,,,,,15760.00,5760.00,0.0125,1.000,,,,,80.0
198,125.00,73.000,,,,,10000,5840.00,,,,,15840.00,5840.00,0.0125,1.000,,,,,80.0
199,125.00,74.000,,,,,10000,5920.00,,,,,15920.00,5920.00,0.0125,1.000,,,,,80.0
200,125.00,75.000,,,,,10000,6000.00,,,,,16000.00,6000.00,0.0125,1.000,,,,,80.0
201,125.00,76.000,,,,,10000,6080.00,,,,,16080.00,6080.00,0.0125,1.000,,,,,80.0
202,125.00,77.000,,,,,10000,6160.00,,,,,16160.00,6160.00,0.0125,1.000,,,,,80.0
203,125.00,78.000,,,,,10000,6240.00,,,,,16240.00,6240.00,0.0125,1.000,,,,,80.0
204,125.00,79.000,,,,,10000,6320.00,,,,,16320.00,6320.00,0.0125,1.000,,,,,80.0
205,125.00,80.000,,,,,10000,6400.00,,,,,16400.00,6400.00,0.0125,1.000,,,,,80.0
206,125.00,81.000,,,,,10000,6480.00,,,,,16480.00,6480.00,0.0125,1.000,,,,,80.0
207,125.00,82.000,,,,,10000,6560.00,,,,,16560.00,6560.00,0.0125,1.000,,,,,80.0
208,125.00,83.000,,,,,10000,6640.00,,,,,16640.00,6640.00,0.0125,1.000,,,,,80.0
209,125.00,84.000,,,,,10000,6720.00,,,,,16720.00,6720.00,0.0125,1.000,,,,,80.0
210,125.00,85.000,,,,,10000,6800.00,,,,,16800.00,6800.00,0.0125,1.000,,,,,80.0
211,125.00,86.000,,,,,10000,6880.00,,,,,16880.00,6880.00,0.0125,1.000,,,,,80.0
