Timestamp,CPU_0_FREQ,CPU_1_FREQ
91497,1000000,1000000
91497,1000000,1000000
91497,1000000,1000000
95969,1000000,1000000
95969,1000000,1000000
95969,1000000,1000000
97936,1000000,1000000
111497,1000000,1000000
111497,1000000,1000000
111497,1000000,1000000
115969,1000000,1000000
115969,1000000,1000000
131497,1000000,1000000
131497,1000000,1000000
132497,1000000,1000000
135969,1000000,1000000
135969,1000000,1000000
152497,1000000,1000000
153497,1000000,1000000
155969,1000000,1000000
155969,1000000,1000000
168689,1000000,1000000
173497,1000000,1000000
174497,1000000,1000000
174497,1000000,1000000
175969,1000000,1000000
175969,1000000,1000000
194497,1000000,1000000
195497,1000000,1000000
195969,1000000,1000000
195969,1000000,1000000
195969,1000000,1000000
215497,1000000,1000000
215969,1000000,1000000
215969,1000000,1000000
216497,1000000,1000000
235969,1000000,1000000
235969,1000000,1000000
236497,1000000,1000000
237497,1000000,1000000
255969,1000000,1000000
255969,1000000,1000000
257497,1000000,1000000
258497,1000000,1000000
275969,1000000,1000000
275969,1000000,1000000
278497,1000000,1000000
279497,1000000,1000000
286635,1000000,1000000
299497,1000000,1000000
300497,1000000,1000000
320497,1000000,1000000
321497,1000000,1000000
332453,1000000,1000000
333453,1000000,1000000
353453,1000000,1000000
354453,1000000,1000000
374453,1000000,1000000
375453,1000000,1000000
392215,1000000,1000000
392215,1000000,1000000
412215,1000000,1000000
412215,1000000,1000000
432215,1000000,1000000
432215,1000000,1000000
452215,1000000,1000000
452215,1000000,1000000
472215,1000000,1000000
472215,1000000,1000000
492215,1000000,1000000
492215,1000000,1000000
512215,1000000,1000000
512215,1000000,1000000
532215,1000000,1000000
532215,1000000,1000000
552215,1000000,1000000
552215,1000000,1000000
572215,1000000,1000000
572215,1000000,1000000
587601,1000000,1000000
9040775,1000000,1000000
9040775,1000000,1000000
9040775,1000000,1000000
9060775,1000000,1000000
9061775,1000000,1000000
9081775,1000000,1000000
9081775,1000000,1000000
9101775,1000000,1000000
9101775,1000000,1000000
9121775,1000000,1000000
9121775,1000000,1000000
9141775,1000000,1000000
9141775,1000000,1000000
9141798,1000000,1000000
9823187,1000000,1000000
9823187,1000000,1000000
9823187,1000000,1000000
9843187,1000000,1000000
9844187,1000000,1000000
9864187,1000000,1000000
9864187,1000000,1000000
9868976,1000000,1000000
9901710,1000000,1000000
9901710,1000000,1000000
9901710,1000000,1000000
9921710,1000000,1000000
9921710,1000000,1000000
9928082,1000000,1000000
12466476,1000000,1000000
12466476,1000000,1000000
12466476,1000000,1000000
12486476,1000000,1000000
12487476,1000000,1000000
12507476,1000000,1000000
12507476,1000000,1000000
12527476,1000000,1000000
12527476,1000000,1000000
12545736,1000000,1000000
18860091,1000000,1000000
18860091,1000000,1000000
18860091,1000000,1000000
18880091,1000000,1000000
18881091,1000000,1000000
18901091,1000000,1000000
18901091,1000000,1000000
18921091,1000000,1000000
18921091,1000000,1000000
18941091,1000000,1000000
18941091,1000000,1000000
18961091,1000000,1000000
18961091,1000000,1000000
18981091,1000000,1000000
18981091,1000000,1000000
19001091,1000000,1000000
19001091,1000000,1000000
19021091,1000000,1000000
19021091,1000000,1000000
19041091,1000000,1000000
19041091,1000000,1000000
19061091,1000000,1000000
19061091,1000000,1000000
19081091,1000000,1000000
19081091,1000000,1000000
19101091,1000000,1000000
19101091,1000000,1000000
19121091,1000000,1000000
19121091,1000000,1000000
19141091,1000000,1000000
19141091,1000000,1000000
19161091,1000000,1000000
19161091,1000000,1000000
19181091,1000000,1000000
19181091,1000000,1000000
19201091,1000000,1000000
19201091,1000000,1000000
19221091,1000000,1000000
19221091,1000000,1000000
19241091,1000000,1000000
19241091,1000000,1000000
19261091,1000000,1000000
19261091,1000000,1000000
19281091,1000000,1000000
19281091,1000000,1000000
19301091,1000000,1000000
19301091,1000000,1000000
19321091,1000000,1000000
19321091,1000000,1000000
19341091,1000000,1000000
19341091,1000000,1000000
19361091,1000000,1000000
19361091,1000000,1000000
19381091,1000000,1000000
19381091,1000000,1000000
19401091,1000000,1000000
19401091,1000000,1000000
19421091,1000000,1000000
19421091,1000000,1000000
19441091,1000000,1000000
19441091,1000000,1000000
19461091,1000000,1000000
19461091,1000000,1000000
19481091,1000000,1000000
19481091,1000000,1000000
19501091,1000000,1000000
19501091,1000000,1000000
19521091,1000000,1000000
19521091,1000000,1000000
19541091,1000000,1000000
19541091,1000000,1000000
19561091,1000000,1000000
19561091,1000000,1000000
19581091,1000000,1000000
19581091,1000000,1000000
19601091,1000000,1000000
19601091,1000000,1000000
