Timestamp,CPU_0_FREQ,CPU_1_FREQ
443258,1000000,1000000
444258,1000000,1000000
444258,1000000,1000000
444455,1000000,1000000
445455,1000000,1000000
446455,1000000,1000000
446455,1000000,1000000
464258,1000000,1000000
465258,1000000,1000000
465258,1000000,1000000
466455,1000000,1000000
467455,1000000,1000000
467455,1000000,1000000
485258,1000000,1000000
486258,1000000,1000000
486258,1000000,1000000
487455,1000000,1000000
488455,1000000,1000000
488455,1000000,1000000
506258,1000000,1000000
507258,1000000,1000000
507258,1000000,1000000
508455,1000000,1000000
509455,1000000,1000000
509455,1000000,1000000
527258,1000000,1000000
528258,1000000,1000000
528258,1000000,1000000
529455,1000000,1000000
530455,1000000,1000000
530455,1000000,1000000
548258,1000000,1000000
549258,1000000,1000000
549258,1000000,1000000
550455,1000000,1000000
551455,1000000,1000000
551455,1000000,1000000
569258,1000000,1000000
570258,1000000,1000000
570258,1000000,1000000
571455,1000000,1000000
572455,1000000,1000000
572455,1000000,1000000
590258,1000000,1000000
591258,1000000,1000000
591258,1000000,1000000
592455,1000000,1000000
593455,1000000,1000000
593455,1000000,1000000
611258,1000000,1000000
612258,1000000,1000000
612258,1000000,1000000
613455,1000000,1000000
614455,1000000,1000000
614455,1000000,1000000
632258,1000000,1000000
633258,1000000,1000000
633258,1000000,1000000
634455,1000000,1000000
635455,1000000,1000000
635455,1000000,1000000
653258,1000000,1000000
654258,1000000,1000000
654258,1000000,1000000
655455,1000000,1000000
656455,1000000,1000000
656455,1000000,1000000
674258,1000000,1000000
675258,1000000,1000000
675258,1000000,1000000
676455,1000000,1000000
677455,1000000,1000000
677455,1000000,1000000
695258,1000000,1000000
696258,1000000,1000000
696258,1000000,1000000
697455,1000000,1000000
698455,1000000,1000000
698455,1000000,1000000
716258,1000000,1000000
717258,1000000,1000000
717258,1000000,1000000
718455,1000000,1000000
719455,1000000,1000000
719455,1000000,1000000
737258,1000000,1000000
737592,1000000,1000000
738258,1000000,1000000
738258,1000000,1000000
738592,1000000,1000000
738592,1000000,1000000
758258,1000000,1000000
758592,1000000,1000000
759258,1000000,1000000
759258,1000000,1000000
759592,1000000,1000000
759592,1000000,1000000
779258,1000000,1000000
779592,1000000,1000000
780258,1000000,1000000
780592,1000000,1000000
800258,1000000,1000000
800592,1000000,1000000
801258,1000000,1000000
801592,1000000,1000000
811532,1000000,1000000
812532,1000000,1000000
821258,1000000,1000000
822258,1000000,1000000
832532,1000000,1000000
833532,1000000,1000000
842258,1000000,1000000
843258,1000000,1000000
853532,1000000,1000000
854532,1000000,1000000
863258,1000000,1000000
864258,1000000,1000000
874532,1000000,1000000
875532,1000000,1000000
884258,1000000,1000000
885258,1000000,1000000
895532,1000000,1000000
896532,1000000,1000000
905258,1000000,1000000
906258,1000000,1000000
916532,1000000,1000000
917532,1000000,1000000
926258,1000000,1000000
927258,1000000,1000000
937532,1000000,1000000
938532,1000000,1000000
947258,1000000,1000000
948258,1000000,1000000
958532,1000000,1000000
959532,1000000,1000000
968258,1000000,1000000
969258,1000000,1000000
979532,1000000,1000000
980532,1000000,1000000
989258,1000000,1000000
990258,1000000,1000000
1000532,1000000,1000000
1000864,6000000,1000000
1003656,6000000,1000000
1003822,6000000,1000000
1007155,6000000,1000000
1007321,6000000,1000000
1010258,6000000,1000000
1010590,6000000,6000000
1010654,6000000,6000000
1010820,6000000,6000000
1013294,6000000,6000000
1013460,6000000,6000000
1014153,6000000,6000000
1014319,6000000,6000000
1016793,6000000,6000000
1016959,6000000,6000000
1017652,6000000,6000000
1017818,6000000,6000000
1020292,6000000,6000000
1020458,6000000,6000000
1021151,6000000,6000000
1021317,6000000,6000000
1023791,6000000,6000000
1023957,6000000,6000000
1024650,6000000,6000000
1024816,6000000,6000000
1027290,6000000,6000000
1027456,6000000,6000000
1028149,6000000,6000000
1028315,6000000,6000000
1030789,6000000,6000000
1030955,6000000,6000000
1031648,6000000,6000000
1031814,6000000,6000000
1034288,6000000,6000000
1034454,6000000,6000000
1035147,6000000,6000000
1035313,6000000,6000000
1037787,6000000,6000000
1037953,6000000,6000000
1038646,6000000,6000000
1038812,6000000,6000000
1041286,6000000,6000000
1041452,6000000,6000000
1042145,6000000,6000000
1042311,6000000,6000000
1044785,6000000,6000000
1044951,6000000,6000000
1045644,6000000,6000000
1045810,6000000,6000000
1048284,6000000,6000000
1048450,6000000,6000000
1049143,6000000,6000000
1049309,6000000,6000000
1051783,6000000,6000000
1051949,6000000,6000000
1052480,6000000,6000000
1052646,6000000,6000000
1055282,6000000,6000000
1055448,6000000,6000000
1055979,6000000,6000000
1056145,6000000,6000000
1058781,6000000,6000000
1058947,6000000,6000000
1059478,6000000,6000000
1059644,6000000,6000000
1062280,6000000,6000000
1062446,6000000,6000000
1062977,6000000,6000000
1063143,6000000,6000000
1065779,6000000,6000000
1065945,6000000,6000000
1066476,6000000,6000000
1066642,6000000,6000000
1069278,6000000,6000000
1069444,6000000,6000000
1069975,6000000,6000000
1070141,6000000,6000000
1072777,6000000,6000000
1072943,6000000,6000000
1073474,6000000,6000000
1073640,6000000,6000000
1074702,6000000,6000000
1074868,6000000,6000000
1076276,6000000,6000000
1076442,6000000,6000000
1078201,6000000,6000000
1078367,6000000,6000000
1079775,6000000,6000000
1079941,6000000,6000000
1081700,6000000,6000000
1081866,6000000,6000000
1083274,6000000,6000000
1083440,6000000,6000000
1085199,6000000,6000000
1085365,6000000,6000000
1086773,6000000,6000000
1086939,6000000,6000000
1088698,6000000,6000000
1088864,6000000,6000000
1090272,6000000,6000000
1090438,6000000,6000000
1091556,6000000,6000000
1091722,6000000,6000000
1092197,6000000,6000000
1092363,6000000,6000000
1095055,6000000,6000000
1095221,6000000,6000000
1095696,6000000,6000000
1095862,6000000,6000000
1098554,6000000,6000000
1098720,6000000,6000000
1099195,6000000,6000000
1099361,6000000,6000000
1102053,6000000,6000000
1102219,6000000,6000000
1102694,6000000,6000000
1102860,6000000,6000000
1105552,6000000,6000000
1105718,6000000,6000000
1106193,6000000,6000000
1106359,6000000,6000000
1109051,6000000,6000000
1109217,6000000,6000000
1109692,6000000,6000000
1109858,6000000,6000000
1112550,6000000,6000000
1112716,6000000,6000000
1113191,6000000,6000000
1113357,6000000,6000000
1116049,6000000,6000000
1116215,6000000,6000000
1116690,6000000,6000000
1116856,6000000,6000000
1119548,6000000,6000000
1119714,6000000,6000000
1120189,6000000,6000000
1120355,6000000,6000000
1121122,6000000,6000000
1121288,6000000,6000000
1123047,6000000,6000000
1123213,6000000,6000000
1124621,6000000,6000000
1124787,6000000,6000000
1126546,6000000,6000000
1126712,6000000,6000000
1128120,6000000,6000000
1128286,6000000,6000000
1130045,6000000,6000000
1130211,6000000,6000000
1131619,6000000,6000000
1131785,6000000,6000000
1133544,6000000,6000000
1133710,6000000,6000000
1135118,6000000,6000000
1135284,6000000,6000000
1137043,6000000,6000000
1137209,6000000,6000000
1138617,6000000,6000000
1138783,6000000,6000000
1140542,6000000,6000000
1140708,6000000,6000000
1141998,6000000,6000000
1142116,6000000,6000000
1142164,6000000,6000000
1142282,6000000,6000000
1145497,6000000,6000000
1145615,6000000,6000000
1145663,6000000,6000000
1145781,6000000,6000000
1148747,6000000,6000000
1148913,6000000,6000000
1148996,6000000,6000000
1149162,6000000,6000000
1149814,6000000,6000000
1149980,6000000,6000000
1152246,6000000,6000000
1152412,6000000,6000000
1153313,6000000,6000000
1153479,6000000,6000000
1155745,6000000,6000000
1155911,6000000,6000000
1156812,6000000,6000000
1156978,6000000,6000000
1159244,6000000,6000000
1159410,6000000,6000000
1160311,6000000,6000000
1160477,6000000,6000000
1162743,6000000,6000000
1162909,6000000,6000000
1163810,6000000,6000000
1163976,6000000,6000000
1166242,6000000,6000000
1166408,6000000,6000000
1166432,6000000,6000000
1166598,6000000,6000000
1167309,6000000,6000000
1167475,6000000,6000000
1169931,6000000,6000000
1170263,6000000,6000000
1170808,6000000,6000000
1170974,6000000,6000000
1173596,6000000,6000000
1173762,6000000,6000000
1174307,6000000,6000000
1174473,6000000,6000000
1175098,6000000,6000000
1175264,6000000,6000000
1177095,6000000,6000000
1177261,6000000,6000000
1178597,6000000,6000000
1178929,6000000,6000000
1180594,6000000,6000000
1180760,6000000,6000000
1182262,6000000,6000000
1182428,6000000,6000000
1184093,6000000,6000000
1184259,6000000,6000000
1185761,6000000,6000000
1185927,6000000,6000000
1187592,6000000,6000000
1187758,6000000,6000000
1189260,6000000,6000000
1189426,6000000,6000000
1191091,6000000,6000000
1191257,6000000,6000000
1192759,6000000,6000000
1192925,6000000,6000000
1194590,6000000,6000000
1194756,6000000,6000000
1196258,6000000,6000000
1196424,6000000,6000000
1198089,6000000,6000000
1198255,6000000,6000000
1199757,6000000,6000000
1199923,6000000,6000000
1201588,6000000,6000000
1201754,6000000,6000000
1203256,6000000,6000000
1203422,6000000,6000000
1205087,6000000,6000000
1205253,6000000,6000000
1206755,6000000,6000000
1206921,6000000,6000000
1207226,6000000,6000000
1207392,6000000,6000000
1210254,6000000,6000000
1210420,6000000,6000000
1210725,6000000,6000000
1210891,6000000,6000000
1211689,6000000,6000000
1211855,6000000,6000000
1213753,6000000,6000000
1213919,6000000,6000000
1215188,6000000,6000000
1215354,6000000,6000000
1217252,6000000,6000000
1217418,6000000,6000000
1218687,6000000,6000000
1218853,6000000,6000000
1220751,6000000,6000000
1220917,6000000,6000000
1222186,6000000,6000000
1222352,6000000,6000000
1224250,6000000,6000000
1224416,6000000,6000000
1225685,6000000,6000000
1225851,6000000,6000000
1227749,6000000,6000000
1227915,6000000,6000000
1229184,6000000,6000000
1229350,6000000,6000000
1230455,6000000,6000000
1230621,6000000,6000000
1232683,6000000,6000000
1232849,6000000,6000000
1233954,6000000,6000000
1234120,6000000,6000000
1235567,6000000,6000000
1235733,6000000,6000000
1236182,6000000,6000000
1236348,6000000,6000000
1239066,6000000,6000000
1239232,6000000,6000000
1239681,6000000,6000000
1239847,6000000,6000000
1242565,6000000,6000000
1242731,6000000,6000000
1243180,6000000,6000000
1243346,6000000,6000000
1246064,6000000,6000000
1246230,6000000,6000000
1246679,6000000,6000000
1246845,6000000,6000000
1249563,6000000,6000000
1249729,6000000,6000000
1250178,6000000,6000000
1250344,6000000,6000000
1253062,6000000,6000000
1253228,6000000,6000000
1253677,6000000,6000000
1253843,6000000,6000000
1255209,6000000,6000000
1255375,6000000,6000000
1256561,6000000,6000000
1256727,6000000,6000000
1258708,6000000,6000000
1258874,6000000,6000000
1260060,6000000,6000000
1260226,6000000,6000000
1262207,6000000,6000000
1262373,6000000,6000000
1263559,6000000,6000000
1263725,6000000,6000000
1265706,6000000,6000000
1265872,6000000,6000000
1267058,6000000,6000000
1267224,6000000,6000000
1269205,6000000,6000000
1269371,6000000,6000000
1270557,6000000,6000000
1270723,6000000,6000000
1272704,6000000,6000000
1272870,6000000,6000000
1274056,6000000,6000000
1274222,6000000,6000000
1276203,6000000,6000000
1276369,6000000,6000000
1277555,6000000,6000000
1277721,6000000,6000000
1279702,6000000,6000000
1279868,6000000,6000000
1281054,6000000,6000000
1281220,6000000,6000000
1283201,6000000,6000000
1283367,6000000,6000000
1284553,6000000,6000000
1284719,6000000,6000000
1286700,6000000,6000000
1286866,6000000,6000000
1287960,6000000,6000000
1288126,6000000,6000000
1290199,6000000,6000000
1290365,6000000,6000000
1291459,6000000,6000000
1291625,6000000,6000000
1293698,6000000,6000000
1293864,6000000,6000000
1294958,6000000,6000000
1295124,6000000,6000000
1297197,6000000,6000000
1297363,6000000,6000000
1298457,6000000,6000000
1298623,6000000,6000000
1300696,6000000,6000000
1300862,6000000,6000000
1301956,6000000,6000000
1302122,6000000,6000000
1303948,6000000,6000000
1304114,6000000,6000000
1304195,6000000,6000000
1304361,6000000,6000000
1307447,6000000,6000000
1307613,6000000,6000000
1307694,6000000,6000000
1307860,6000000,6000000
1310946,6000000,6000000
1311112,6000000,6000000
1311193,6000000,6000000
1311359,6000000,6000000
1314445,6000000,6000000
1314611,6000000,6000000
1314692,6000000,6000000
1314858,6000000,6000000
1315485,6000000,6000000
1315651,6000000,6000000
1318191,6000000,6000000
1318357,6000000,6000000
1318984,6000000,6000000
1319150,6000000,6000000
1321690,6000000,6000000
1321856,6000000,6000000
1322483,6000000,6000000
1322649,6000000,6000000
1325189,6000000,6000000
1325355,6000000,6000000
1325982,6000000,6000000
1326148,6000000,6000000
1328688,6000000,6000000
1328854,6000000,6000000
1329481,6000000,6000000
1329647,6000000,6000000
1332187,6000000,6000000
1332353,6000000,6000000
1332980,6000000,6000000
1333146,6000000,6000000
1335686,6000000,6000000
1335852,6000000,6000000
1336479,6000000,6000000
1336645,6000000,6000000
1339185,6000000,6000000
1339517,6000000,6000000
1339978,6000000,6000000
1340144,6000000,6000000
1342850,6000000,6000000
1343016,6000000,6000000
1343477,6000000,6000000
1343643,6000000,6000000
1346119,6000000,6000000
1346349,6000000,6000000
1346451,6000000,6000000
1346515,6000000,6000000
1349784,6000000,6000000
1349848,6000000,6000000
1349950,6000000,6000000
1350014,6000000,6000000
1350835,6000000,6000000
1351001,6000000,6000000
1353347,6000000,6000000
1353513,6000000,6000000
1354334,6000000,6000000
1354500,6000000,6000000
1356846,6000000,6000000
1357012,6000000,6000000
1357833,6000000,6000000
1357999,6000000,6000000
1358353,6000000,6000000
1358519,6000000,6000000
1361332,6000000,6000000
1361498,6000000,6000000
1361852,6000000,6000000
1362018,6000000,6000000
1364831,6000000,6000000
1364997,6000000,6000000
1365351,6000000,6000000
1365517,6000000,6000000
1368330,6000000,6000000
1368496,6000000,6000000
1368850,6000000,6000000
1369016,6000000,6000000
1371829,6000000,6000000
1371995,6000000,6000000
1372349,6000000,6000000
1372515,6000000,6000000
1375328,6000000,6000000
1375494,6000000,6000000
1375848,6000000,6000000
1376014,6000000,6000000
1378827,6000000,6000000
1378993,6000000,6000000
1379347,6000000,6000000
1379513,6000000,6000000
1382326,6000000,6000000
1382492,6000000,6000000
1382846,6000000,6000000
1383012,6000000,6000000
1385825,6000000,6000000
1385991,6000000,6000000
1386055,6000000,6000000
1386221,6000000,6000000
1389324,6000000,6000000
1389490,6000000,6000000
1389554,6000000,6000000
1389720,6000000,6000000
1392823,6000000,6000000
1392989,6000000,6000000
1393053,6000000,6000000
1393219,6000000,6000000
1396322,6000000,6000000
1396488,6000000,6000000
1396552,6000000,6000000
1396718,6000000,6000000
1396830,6000000,6000000
1396996,6000000,6000000
1399821,6000000,6000000
1399987,6000000,6000000
1400329,6000000,6000000
1400495,6000000,6000000
1403320,6000000,6000000
1403486,6000000,6000000
1403828,6000000,6000000
1403994,6000000,6000000
1406819,6000000,6000000
1406985,6000000,6000000
1407327,6000000,6000000
1407493,6000000,6000000
1410318,6000000,6000000
1410484,6000000,6000000
1410826,6000000,6000000
1410992,6000000,6000000
1413817,6000000,6000000
1413983,6000000,6000000
1414325,6000000,6000000
1414491,6000000,6000000
1417316,6000000,6000000
1417482,6000000,6000000
1417824,6000000,6000000
1417990,6000000,6000000
1420815,6000000,6000000
1420981,6000000,6000000
1421323,6000000,6000000
1421489,6000000,6000000
1424314,6000000,6000000
1424480,6000000,6000000
1424822,6000000,6000000
1424988,6000000,6000000
1427813,6000000,6000000
1427979,6000000,6000000
1428321,6000000,6000000
1428487,6000000,6000000
1431312,6000000,6000000
1431478,6000000,6000000
1431820,6000000,6000000
1431986,6000000,6000000
1434811,6000000,6000000
1434977,6000000,6000000
1435319,6000000,6000000
1435485,6000000,6000000
1438310,6000000,6000000
1438476,6000000,6000000
1438818,6000000,6000000
1438984,6000000,6000000
1441809,6000000,6000000
1441975,6000000,6000000
1442317,6000000,6000000
1442483,6000000,6000000
1445308,6000000,6000000
1445474,6000000,6000000
1445816,6000000,6000000
1445982,6000000,6000000
1448807,6000000,6000000
1448973,6000000,6000000
1449315,6000000,6000000
1449481,6000000,6000000
1449753,6000000,6000000
1449919,6000000,6000000
1452306,6000000,6000000
1452472,6000000,6000000
1453252,6000000,6000000
1453418,6000000,6000000
1455805,6000000,6000000
1455971,6000000,6000000
1456751,6000000,6000000
1456917,6000000,6000000
1459304,6000000,6000000
1459470,6000000,6000000
1460250,6000000,6000000
1460416,6000000,6000000
1462803,6000000,6000000
1462969,6000000,6000000
1463749,6000000,6000000
1463915,6000000,6000000
1466302,6000000,6000000
1466468,6000000,6000000
1467248,6000000,6000000
1467414,6000000,6000000
1469801,6000000,6000000
1469967,6000000,6000000
1470747,6000000,6000000
1470913,6000000,6000000
1473300,6000000,6000000
1473466,6000000,6000000
1474246,6000000,6000000
1474412,6000000,6000000
1474671,6000000,6000000
1474837,6000000,6000000
1476799,6000000,6000000
1476965,6000000,6000000
1478170,6000000,6000000
1478336,6000000,6000000
1480298,6000000,6000000
1480464,6000000,6000000
1481669,6000000,6000000
1481835,6000000,6000000
1483797,6000000,6000000
1483963,6000000,6000000
1485168,6000000,6000000
1485334,6000000,6000000
1487296,6000000,6000000
1487462,6000000,6000000
1488667,6000000,6000000
1488833,6000000,6000000
1490795,6000000,6000000
1490961,6000000,6000000
1492166,6000000,6000000
1492332,6000000,6000000
1494294,6000000,6000000
1494460,6000000,6000000
1495665,6000000,6000000
1495831,6000000,6000000
1497183,6000000,6000000
1497349,6000000,6000000
1497793,6000000,6000000
1497959,6000000,6000000
1500682,6000000,6000000
1500848,6000000,6000000
1501292,6000000,6000000
1501458,6000000,6000000
1504181,6000000,6000000
1504347,6000000,6000000
1504791,6000000,6000000
1504957,6000000,6000000
1507680,6000000,6000000
1508012,6000000,6000000
1508290,6000000,6000000
1508456,6000000,6000000
1511123,6000000,6000000
1511289,6000000,6000000
1511789,6000000,6000000
1511955,6000000,6000000
1514622,6000000,6000000
1514788,6000000,6000000
1515288,6000000,6000000
1515620,6000000,6000000
1518121,6000000,6000000
1518134,6000000,6000000
1518287,6000000,6000000
1518300,6000000,6000000
1521620,6000000,6000000
1521633,6000000,6000000
1521786,6000000,6000000
1521799,6000000,6000000
1522523,6000000,6000000
1522689,6000000,6000000
1525132,6000000,6000000
1525298,6000000,6000000
1526022,6000000,6000000
1526188,6000000,6000000
1528631,6000000,6000000
1528797,6000000,6000000
1529191,6000000,6000000
1529357,6000000,6000000
1532130,6000000,6000000
1532296,6000000,6000000
1532690,6000000,6000000
1532856,6000000,6000000
1535629,6000000,6000000
1535795,6000000,6000000
1536189,6000000,6000000
1536355,6000000,6000000
1539128,6000000,6000000
1539294,6000000,6000000
1539688,6000000,6000000
1539854,6000000,6000000
1541896,6000000,6000000
1542062,6000000,6000000
1542627,6000000,6000000
1542793,6000000,6000000
1545395,6000000,6000000
1545561,6000000,6000000
1546126,6000000,6000000
1546292,6000000,6000000
1548894,6000000,6000000
1549060,6000000,6000000
1549625,6000000,6000000
1549791,6000000,6000000
1552282,6000000,6000000
1552393,6000000,6000000
1552448,6000000,6000000
1552559,6000000,6000000
1555781,6000000,6000000
1555892,6000000,6000000
1555947,6000000,6000000
1556058,6000000,6000000
1559280,6000000,6000000
1559391,6000000,6000000
1559446,6000000,6000000
1559557,6000000,6000000
1562779,6000000,6000000
1562890,6000000,6000000
1562945,6000000,6000000
1563056,6000000,6000000
1566278,6000000,6000000
1566389,6000000,6000000
1566444,6000000,6000000
1566555,6000000,6000000
1569777,6000000,6000000
1569888,6000000,6000000
1569943,6000000,6000000
1570054,6000000,6000000
1573276,6000000,6000000
1573387,6000000,6000000
1573442,6000000,6000000
1573553,6000000,6000000
1576775,6000000,6000000
1576886,6000000,6000000
1576941,6000000,6000000
1577052,6000000,6000000
1580274,6000000,6000000
1580385,6000000,6000000
1580440,6000000,6000000
1580551,6000000,6000000
1583773,6000000,6000000
1583884,6000000,6000000
1583939,6000000,6000000
1584050,6000000,6000000
1587272,6000000,6000000
1587383,6000000,6000000
1587438,6000000,6000000
1587549,6000000,6000000
1590771,6000000,6000000
1590882,6000000,6000000
1590937,6000000,6000000
1591048,6000000,6000000
1594270,6000000,6000000
1594381,6000000,6000000
1594436,6000000,6000000
1594547,6000000,6000000
1597769,6000000,6000000
1597880,6000000,6000000
1597935,6000000,6000000
1598046,6000000,6000000
1601268,6000000,6000000
1601379,6000000,6000000
1601434,6000000,6000000
1601545,6000000,6000000
1604767,6000000,6000000
1604878,6000000,6000000
1604933,6000000,6000000
1605044,6000000,6000000
1608266,6000000,6000000
1608377,6000000,6000000
1608432,6000000,6000000
1608543,6000000,6000000
1611765,6000000,6000000
1611876,6000000,6000000
1611931,6000000,6000000
1612042,6000000,6000000
1615264,6000000,6000000
1615375,6000000,6000000
1615430,6000000,6000000
1615541,6000000,6000000
1618004,6000000,6000000
1618170,6000000,6000000
1618763,6000000,6000000
1618929,6000000,6000000
1621503,6000000,6000000
1621669,6000000,6000000
1622262,6000000,6000000
1622428,6000000,6000000
1622526,6000000,6000000
1622692,6000000,6000000
1625761,6000000,6000000
1625927,6000000,6000000
1626025,6000000,6000000
1626191,6000000,6000000
1629260,6000000,6000000
1629426,6000000,6000000
1629524,6000000,6000000
1629690,6000000,6000000
1631237,6000000,6000000
1631403,6000000,6000000
1632759,6000000,6000000
1632925,6000000,6000000
1632928,6000000,6000000
1633094,6000000,6000000
1634736,6000000,6000000
1634902,6000000,6000000
1636427,6000000,6000000
1636593,6000000,6000000
1638235,6000000,6000000
1638401,6000000,6000000
1639926,6000000,6000000
1640092,6000000,6000000
1641734,6000000,6000000
1641900,6000000,6000000
1643425,6000000,6000000
1643591,6000000,6000000
1645233,6000000,6000000
1645399,6000000,6000000
1646924,6000000,6000000
1647090,6000000,6000000
1648732,6000000,6000000
1648898,6000000,6000000
1650423,6000000,6000000
1650589,6000000,6000000
1652231,6000000,6000000
1652397,6000000,6000000
1653922,6000000,6000000
1654088,6000000,6000000
1655730,6000000,6000000
1655896,6000000,6000000
1657421,6000000,6000000
1657587,6000000,6000000
1659229,6000000,6000000
1659395,6000000,6000000
1660920,6000000,6000000
1661086,6000000,6000000
1662728,6000000,6000000
1662894,6000000,6000000
1664419,6000000,6000000
1664585,6000000,6000000
1666227,6000000,6000000
1666393,6000000,6000000
1667918,6000000,6000000
1668084,6000000,6000000
1669726,6000000,6000000
1669892,6000000,6000000
1671417,6000000,6000000
1671583,6000000,6000000
